customer_uuid,location_title,timestamp_month,rides,revenue_excl_vat
7f25e58d-5cf6-402e-944e-841c37f3a1ed,Zwolle,2024-01-01,4.0,12.6
7f25454c-ad91-45c8-9c40-e191dcd685c5,Rotterdam,2024-01-01,16.0,0.0
ad9ecf75-0ad5-4c1a-8590-fe35e8e036a1,Rotterdam,2024-01-01,3.0,11.98
7f5daaab-68f1-4162-b73c-05a90f264f2f,Amsterdam,2024-01-01,113.0,312.53
7de1d322-cedc-4f45-a0d1-d26894efecaf,Berlin,2024-01-01,5.0,7.35
7fa39a14-4883-44b0-8fb8-f7cf8765c256,Eindhoven,2024-01-01,10.0,35.64
aeda4c7e-4bd8-4d7b-a2f7-0300cb991a87,Rotterdam,2024-01-01,2.0,0.74
aed509b8-77b0-41c2-aad1-ab9841c30d32,Eindhoven,2024-01-01,1.0,3.35
7c2a6ab2-b0d9-4e70-b0ed-c2be6ba45e00,Eindhoven,2024-01-01,1.0,4.47
7f9b53ee-49ef-4993-b805-ebfd5d9141d8,Hamburg,2024-01-01,1.0,1.13
7f96d70e-026b-44a2-941f-87e295a96d0b,Amsterdam,2024-01-01,5.0,14.21
7bb3dcd5-01c0-4dda-a20d-aa5cb77a4091,Breda,2024-01-01,1.0,5.53
7f94c275-339a-4418-954b-731c2289d4ba,Rotterdam,2024-01-01,1.0,4.96
79528d32-9de9-4780-825f-c236a958695b,Rotterdam,2024-01-01,10.0,40.6
7cd5ea10-5e3e-4262-9d17-e2933a19ca54,Den Haag,2024-01-01,1.0,0.74
ae566f9c-612e-4146-a901-b76a9ed3522e,Den Bosch,2024-01-01,3.0,58.66
7f894673-16fc-4b5c-bfd9-f885d540082e,Den Haag,2024-01-01,22.0,82.85
7a8dd378-04fa-4629-977a-7310af513c1a,Amsterdam,2024-01-01,95.0,291.14
7f8387a9-afbe-4d7b-8045-a272d9de85f1,Brussels,2024-01-01,1.0,2.15
ae800b33-574c-466e-ac5a-0bf736e291d0,Den Haag,2024-01-01,28.0,74.78
7f7e2b5e-b516-4658-a166-c5d49bf28ac1,Rotterdam,2024-01-01,2.0,11.62
ae7bddaf-e16e-463a-8b99-99f6f5023b79,Amsterdam,2024-01-01,12.0,62.93
aeaf065a-34d5-4413-bf01-e50786efe35f,Rotterdam,2024-01-01,4.0,4.47
aeff7461-1a22-49cb-bb12-a7b23f43ab32,Amsterdam,2024-01-01,2.0,1.24
7fac5613-2d6c-4bef-b1f1-1e0e1342a370,Rotterdam,2024-01-01,3.0,26.78
7fac6042-251f-466c-8cc1-57c52f080221,Groningen,2024-01-01,1.0,3.89
7c36991f-79e9-4ebb-8cc1-4da8aa836fbb,Hamburg,2024-01-01,77.0,287.68
afa456f1-df76-43bd-9b5a-a8971d6b144d,Hamburg,2024-01-01,5.0,22.9
af7a3b9b-ec07-41e7-a1e3-a40f5ebda9f4,Den Haag,2024-01-01,4.0,18.1
7df5c987-0d43-425b-9f40-de57cfe9baf1,Delft,2024-01-01,9.0,25.4
7df5c80a-8062-4f1d-ac55-fda3bcbf9149,Den Haag,2024-01-01,24.0,0.0
7b5fcf24-64f2-4edd-97b0-3b4aec9610ea,Amsterdam,2024-01-01,6.0,17.56
7df42e6c-70fa-4897-b058-f295fa2fb1e9,Brussels,2024-01-01,10.0,24.14
7bb8fb01-f14d-4dde-a4ed-099482cf0182,Rotterdam,2024-01-01,94.0,0.0
af6644d2-5b39-40f1-a1f6-ad160199cc76,Eindhoven,2024-01-01,1.0,7.56
7a71f9a3-99b7-4da0-bf09-80c9320927b0,Hamburg,2024-01-01,1.0,3.65
af532d45-695c-4021-a563-089d3f07c6be,Berlin,2024-01-01,70.0,106.58
79a1d105-04b0-464c-9146-5891a8745a32,Rotterdam,2024-01-01,31.0,55.25
7fd4840a-19cc-4440-b68a-d074cb0c8e34,Groningen,2024-01-01,9.0,31.06
79f9ba44-3785-4759-a5cd-c005f27f148a,Hamburg,2024-01-01,9.0,6.0
7fbc3aa4-8617-46b5-84db-2d244c181480,Rotterdam,2024-01-01,3.0,0.5
af2d057f-736a-4666-b3b7-f8c0b8853292,Rotterdam,2024-01-01,8.0,30.38
7fb5eb90-e78c-42d3-acc7-3c5bef1edcdb,Düsseldorf,2024-01-01,3.0,22.49
7dea8f08-b722-46bc-8e43-11b4426ae002,Rotterdam,2024-01-01,6.0,15.28
794fda2c-0c5d-4aa2-af0e-41fff966db9e,Den Haag,2024-01-01,21.0,97.33
af0e311e-429f-46d4-ba0a-f1592a156648,Amsterdam,2024-01-01,7.0,0.0
7cd84057-3f78-415d-852f-777c2e2cb60a,Nijmegen,2024-01-01,9.0,49.09
7dcc40f2-97e5-4c7e-8c43-bbe61bad3ade,Rotterdam,2024-01-01,8.0,0.0
1c466cfd-3aba-44e6-a117-4ce1449ec25f,Rotterdam,2024-01-01,63.0,149.46
7ab34d4c-7c46-4928-9324-f15eccea3689,Aachen,2024-01-01,22.0,27.3
ae644dbd-4f65-4270-b112-063059f1096a,Haarlem,2024-01-01,2.0,8.43
aea147e9-103b-4a13-b0f8-73ebb181a360,Groningen,2024-01-01,141.0,639.53
e92e5f88-ef7a-4307-af6c-9d0c355ef691,Groningen,2024-01-01,3.0,9.67
add0551b-ce09-4285-94ad-19620a1fd359,Eindhoven,2024-01-01,1.0,5.75
7f438cca-fd5f-48f8-b72f-6b89a10feb35,Den Haag,2024-01-01,28.0,0.0
7f4138ec-4e9d-4ead-8a40-4b9392a68411,Berlin,2024-01-01,14.0,33.04
7dad282a-d954-4a58-94be-15e01a56083b,Eindhoven,2024-01-01,2.0,4.17
7f3fefed-9181-4bb9-8803-fe38a26a97b9,Den Haag,2024-01-01,3.0,0.74
7f3e02ca-9222-4363-9ae5-b912ed331c2d,Rotterdam,2024-01-01,1.0,15.16
7ba58560-b329-4ebd-80a5-89c1a73f2050,Den Haag,2024-01-01,3.0,4.46
7ba75bae-a97e-4035-973a-335cf089ebdc,Den Haag,2024-01-01,4.0,68.26
adb3d9f1-61ab-4c4c-907b-ba60243b75fc,Amsterdam,2024-01-01,2.0,12.2
7da7167d-ad76-4273-be63-141905dc37ba,Amsterdam,2024-01-01,1.0,3.24
add3e61b-3940-4b90-995b-24e12c1c9032,Berlin,2024-01-01,8.0,22.75
7cacb140-1652-4f98-ab02-5eff18d787f5,Eindhoven,2024-01-01,1.0,3.35
ad9c6539-2f86-4fcf-bbba-389934619816,Den Bosch,2024-01-01,1.0,2.85
7aaed5df-f836-48ae-808d-befed61d6d20,Hamburg,2024-01-01,7.0,70.54
ad8e9329-b606-47bf-aa67-8e7d341f18c6,Rotterdam,2024-01-01,17.0,35.75
ad8c03cd-505e-48de-9cce-b1c9cbad8285,Groningen,2024-01-01,16.0,48.67
7da01d43-9256-43a0-83b5-feb5c1744c3d,Amsterdam,2024-01-01,166.0,571.53
7f26789f-b0c2-44bc-bd4c-531429c854f7,Haarlem,2024-01-01,10.0,46.9
adac5279-e617-4fa9-b6ac-a364a3fba32b,Groningen,2024-01-01,3.0,12.15
adddaade-a7cc-442d-8b1d-1cd8f70d0d89,Groningen,2024-01-01,19.0,66.97
7c1a77b3-6f89-4486-aae8-d9bc43a3cb02,Rotterdam,2024-01-01,8.0,35.54
adf003c4-d1a4-4bd2-834a-9b187eaa789f,Amsterdam,2024-01-01,1.0,4.37
ae194acc-f9d3-4bb7-82ba-ca45033db05d,Berlin,2024-01-01,8.0,24.57
ae584cd2-c0a7-41ce-b2af-9cba865694f9,Haarlem,2024-01-01,1.0,3.83
7dd5c88f-4d40-42c5-94d6-c772a6974b3b,Rotterdam,2024-01-01,7.0,24.15
ae3f7e55-027f-48b2-8b7b-cce8074851e2,Rotterdam,2024-01-01,134.0,371.89
7f66e7d3-e834-4af6-afc5-b10b94ea3367,Den Haag,2024-01-01,137.0,501.77
ae331aa4-8fa4-4834-9a95-a55edec4085f,Brussels,2024-01-01,149.0,488.64
79dc0fc5-e9d1-4c2e-ac44-c08cac3e1451,Rotterdam,2024-01-01,4.0,31.47
7c20049f-97f8-4e7b-be42-f3c992892d8a,Amsterdam,2024-01-01,1.0,4.37
7dbee713-4150-4831-b27d-43172fb53d70,Haarlem,2024-01-01,8.0,48.54
7f621490-8e62-46ab-9db5-6c09a862e7d0,Delft,2024-01-01,31.0,79.11
79558751-bf2a-4f76-84ef-25e18b2db3bb,Den Haag,2024-01-01,6.0,12.39
ae237ca2-524b-4923-a6dc-4a863544bb24,Groningen,2024-01-01,81.0,0.0
ae1e05f9-ad2e-4e8a-8b46-45aed558d29c,Amsterdam,2024-01-01,224.0,859.15
ae60cec2-02f3-4a28-9693-01d01ecad70a,Den Haag,2024-01-01,4.0,15.54
7c183089-aba3-44f6-8b96-5428149a08e8,Brussels,2024-01-01,97.0,0.0
ae12d43d-1d77-400e-9cad-ca1a04fb19e0,Berlin,2024-01-01,3.0,8.79
7c1db182-02f5-4755-b4d0-f47de779d0b8,Amsterdam,2024-01-01,73.0,0.0
ae0959c2-0103-4e69-9d3d-637012256728,Amsterdam,2024-01-01,3.0,13.64
7db81e41-16fa-4d88-8d7f-fed456209386,Amsterdam,2024-01-01,18.0,94.6
7cbdadd5-1e19-4c03-9f26-b7e9dff01031,Rotterdam,2024-01-01,5.0,18.96
adf40c31-8c18-4fb4-9504-0bd05f560dfb,Den Haag,2024-01-01,4.0,37.4
7f76142e-68e8-436f-96f6-049a0389aa50,Amsterdam,2024-01-01,14.0,56.12
7fbf1e6e-7b01-45ac-b3f1-fbf96fc9256b,Den Haag,2024-01-01,2.0,0.99
1c4410e2-4fa1-4184-a51c-60f27bf880c0,Zwolle,2024-01-01,2.0,11.63
e3dbdabf-3582-4011-8d7f-79875cb8b2bd,Rotterdam,2024-01-01,39.0,63.89
e1d683c3-bca3-405e-9f3a-bdb4eeb80779,Rotterdam,2024-01-01,26.0,125.63
1947e68b-7544-4799-9e6f-04914c32eb91,Amsterdam,2024-01-01,19.0,55.49
e3dee6e5-3bcd-47e0-b57b-ed673a3cad1a,Amsterdam,2024-01-01,12.0,63.2
e32351c7-7b46-4f50-a0b0-21510462d571,Amsterdam,2024-01-01,1.0,4.38
e3a89694-3846-4b47-910d-a2582f319f6d,Brussels,2024-01-01,11.0,65.35
e7ca8562-0813-4f68-a12a-5cbd5a74cc2f,Groningen,2024-01-01,30.0,215.35
e5914fca-f2fb-4fc0-a54c-e6197f36c4df,Eindhoven,2024-01-01,1.0,1.61
18fdb4aa-1d38-4918-baef-66d29e1510e3,Amsterdam,2024-01-01,9.0,51.4
e2c9ce4e-8b04-467d-be5c-5390ed735d93,Den Haag,2024-01-01,1.0,6.01
e7de3927-f600-4222-a6bc-d4c5556d7c94,Rotterdam,2024-01-01,2.0,0.28
18fac972-5846-4472-be6f-a6bc9d7edbc3,Hamburg,2024-01-01,2.0,6.57
e7c05e56-4556-4d5d-82ef-72e4741af213,Den Haag,2024-01-01,1.0,1.74
e58c6236-29af-453a-881c-15432010d2ee,Amsterdam,2024-01-01,150.0,799.41
e3a5c241-5172-45f8-b0d5-89da8243568b,Rotterdam,2024-01-01,2.0,47.52
e7d117a1-2269-43c2-8853-ffdbd43e3733,Amsterdam,2024-01-01,6.0,20.08
e27b51b7-08cd-40e0-ae91-d946a6893d05,Enschede,2024-01-01,5.0,56.29
18da123c-518d-4282-9a19-aea54027222c,Den Haag,2024-01-01,18.0,63.43
18d558d0-6134-4cbd-be8b-516d2aec7c1b,Enschede,2024-01-01,17.0,43.98
e7b3d578-e13e-4aaa-b23a-a090eb9ccade,Amsterdam,2024-01-01,28.0,79.8
18d85119-9baf-4b73-9881-b576cc44f46b,Rotterdam,2024-01-01,154.0,474.01
e329dad3-b715-4d1e-8c22-3b900eebee82,Amsterdam,2024-01-01,1.0,5.87
18c6278a-2d55-4674-9a6e-ea716da198af,Rotterdam,2024-01-01,22.0,117.48
e7dff7ea-7d60-4bc2-babf-2369c7022332,Berlin,2024-01-01,11.0,0.0
e59f9fce-6817-48ba-981b-3a86832a0c40,Rotterdam,2024-01-01,93.0,267.73
e333afcf-90ee-4ef5-af58-1622a85b8434,Groningen,2024-01-01,2.0,5.62
e7ef99b5-d9c4-425b-aaab-02b947caa4d9,Berlin,2024-01-01,1.0,1.08
e0dcf63f-7168-4e55-b4f0-3d6131ee9072,Rotterdam,2024-01-01,36.0,0.0
e819e8ae-0960-410f-8e06-aa8d4634bc14,Amsterdam,2024-01-01,6.0,20.09
e8004684-30be-4595-bef3-c3c8c0b851d2,Den Haag,2024-01-01,3.0,7.79
e7ffb1e9-8030-41cc-9942-012452fd4018,Den Haag,2024-01-01,11.0,32.15
e7ffe1fc-ffe0-451d-9158-d76579886596,Rotterdam,2024-01-01,4.0,9.92
19bd0757-9ec3-4527-bd25-3e39c9b22e02,Rotterdam,2024-01-01,261.0,414.62
e1294563-eedb-4af9-80a7-5d2326973338,Rotterdam,2024-01-01,4.0,11.66
e59e252c-6a9c-4322-9ac7-6cfc2bde5b8f,Rotterdam,2024-01-01,20.0,47.47
e282582a-801d-4646-a617-c22215c734fc,Amsterdam,2024-01-01,4.0,12.7
19b31e2e-b34f-43fd-afb2-9e962b2b4336,Den Haag,2024-01-01,17.0,71.64
e5aa1f78-9e0e-4219-8c5e-737230c554b4,Delft,2024-01-01,3.0,0.0
e7f3946b-a776-4e35-9061-4c0df0678711,Groningen,2024-01-01,44.0,113.12
e3b43191-5103-41a4-8119-cd96e2f2d746,Amsterdam,2024-01-01,4.0,24.99
1928271a-a2f0-49e5-9a13-c79e8db17bc4,Breda,2024-01-01,5.0,17.94
e2cdfe37-685e-4f28-a320-74457833d39b,Haarlem,2024-01-01,8.0,39.51
19747ec4-3803-489a-86fc-d642093452b5,Den Haag,2024-01-01,117.0,401.06
1970fde5-f75d-42df-9617-af60f3c4b825,Berlin,2024-01-01,2.0,6.94
196f5be3-e319-4c8f-ac46-30dab5f02afd,Rotterdam,2024-01-01,43.0,0.0
19b33e9c-256e-47bb-87bb-b98bb5fb9e78,Breda,2024-01-01,55.0,175.04
e3a406ff-9b41-4225-8b3e-97288a590c4a,Rotterdam,2024-01-01,6.0,9.46
e46428f8-f705-4fcd-ad6b-54e658ee68cd,Rotterdam,2024-01-01,3.0,15.84
18bbd08a-6c58-454e-99c7-93958dd7af06,Amsterdam,2024-01-01,26.0,108.52
e17bbb7a-7d91-4ed9-81c4-a65e8afdcb4f,Amsterdam,2024-01-01,1.0,6.94
1817ad8c-85e9-4531-8f85-547d6b2f3b34,Zwolle,2024-01-01,11.0,49.46
e7b817e6-fabc-42e1-9a94-8683faef4a1a,Amsterdam,2024-01-01,3.0,7.56
b570d45d-7f42-44f4-8bfc-985fee26f96c,Amsterdam,2024-01-01,2.0,14.21
1806db7a-2c96-4cc7-a081-5dc841da8c38,Rotterdam,2024-01-01,3.0,6.82
e76ebf3c-014b-4295-b699-2790414cf435,Den Haag,2024-01-01,11.0,28.44
e76c7d69-b2d7-42d6-93f4-d93665010347,Enschede,2024-01-01,137.0,0.0
e55dbb1f-4c78-4e06-b014-024fe21b0083,Den Haag,2024-01-01,2.0,8.59
17ed8555-05e6-4818-9e29-b852ee2fd315,Rotterdam,2024-01-01,84.0,164.6
183baeda-516c-40c7-9786-57447e7eb867,Düsseldorf,2024-01-01,8.0,16.48
e17b9443-1bb5-4814-b3b5-268ddd18bcb9,Rotterdam,2024-01-01,8.0,13.55
17e1f9b9-9a29-4ec7-96f6-f49e81f7b448,Berlin,2024-01-01,3.0,8.86
e2155ea0-be6c-4c6f-8deb-03287c8a441f,Düsseldorf,2024-01-01,3.0,3.56
17d7ffee-c828-4d7c-bd56-b084f4c0520f,Amsterdam,2024-01-01,170.0,473.96
18128af0-3c8a-43a5-b27a-18eab11c8557,Groningen,2024-01-01,30.0,120.28
e1019bc2-3581-4218-b6ad-ab446f3d7c79,Rotterdam,2024-01-01,74.0,92.42
e75e5e9a-4c83-4100-a52d-7c8d50d18942,Amsterdam,2024-01-01,90.0,201.9
17d37e14-f572-4498-b7a0-096e35db6fbe,Amsterdam,2024-01-01,28.0,0.0
17d549fd-104e-40b2-82fe-a8d9b57d04ab,Den Haag,2024-01-01,16.0,28.72
e75c4627-abaf-4be0-9fdd-134e6f4eca9d,Rotterdam,2024-01-01,84.0,239.64
17e61157-b662-4362-9b2a-a6afcb840bd9,Amsterdam,2024-01-01,37.0,127.6
e783dfc3-5193-4156-9990-7164157f70f2,Eindhoven,2024-01-01,11.0,20.84
e7852a72-6f7a-4818-996c-5841a6f717d9,Rotterdam,2024-01-01,20.0,51.59
e2c1402e-21be-48da-8dd3-8f60d641a355,Hamburg,2024-01-01,1.0,5.22
18b55931-ec80-4698-8e64-fc3db70ec506,Haarlem,2024-01-01,2.0,5.29
e0e648ea-faee-40c6-8f4c-0333e23247d0,Brussels,2024-01-01,8.0,40.42
18622e35-37a5-4a83-be62-7517fdc75533,Den Haag,2024-01-01,10.0,26.93
e16d7aa3-6928-4efa-9728-5ac48cc88fb7,Brussels,2024-01-01,6.0,50.09
18e0848b-5270-4cbb-bf83-3bd48f808c85,Hamburg,2024-01-01,3.0,2.27
e2c582d5-68fb-48a5-9943-81fda6ee3e83,Rotterdam,2024-01-01,10.0,38.19
e7a0e575-bd50-49bd-a379-d91812d51daf,Amsterdam,2024-01-01,9.0,49.57
1894e275-d3e1-4e67-9528-82387ed6ff19,Rotterdam,2024-01-01,1.0,6.36
e45f3e31-8bb4-471a-bb0c-a1cf187fd499,Nijmegen,2024-01-01,1.0,5.17
188cc9ed-e07c-4b69-b9b9-defdfdda3cf0,Zwolle,2024-01-01,2.0,3.88
1889f224-fd41-4acb-a356-0c86103351f7,Rotterdam,2024-01-01,4.0,8.6
e7994fde-f101-4500-a988-3c671ad49654,Amsterdam,2024-01-01,7.0,60.23
e796e0aa-f6d0-47f0-a51a-dc3e0d5bedf7,Rotterdam,2024-01-01,6.0,12.9
e279d5ac-0c8c-46c1-9c65-bcce871d520a,Amsterdam,2024-01-01,9.0,32.56
e7932198-1882-4a22-a788-76157af39aec,Brussels,2024-01-01,3.0,14.63
e27b82cc-f0f0-445c-96a3-8e51ea9e32b9,Den Haag,2024-01-01,33.0,113.9
e76f7a23-a023-45fb-9299-ecb9513a1bdc,Düsseldorf,2024-01-01,10.0,49.54
1857badb-e180-4b1d-8153-7b53c3c27e3e,Rotterdam,2024-01-01,36.0,106.21
